iter	RMSE
272	6391851.488
273	6386129
274	6381190.54
275	6378117.073
276	6373711.48
277	6372078.48
278	6370195.662
279	6367194.52
280	6364770.334
281	6363451.194
282	6361013.018
283	6357394.873
284	6353912.012
285	6351011.823
286	6347356.149
287	6344352.108
288	6342287.725
289	6339990.294
290	6337458.826
291	6332647.74
292	6328234.911
293	6325717.173
294	6324108.199
295	6319644.334
296	6317141.631
297	6315874.551
298	6310506.057
299	6305223.248
300	6302462.733
301	6301393.65
302	6298759.008
303	6296982.992
304	6293221.073
305	6289445.655
306	6285317.819
307	6282348.539
308	6279584.793
309	6277199.959
310	6274185.902
311	6271976.439
312	6267790.125
313	6264938.042
314	6261555.41
315	6260495.174
316	6259363.32
317	6255949.436
318	6251086.598
319	6250083.081
320	6248073.624
321	6245288.106
322	6244002.068
323	6242424.068
324	6239392.178
325	6234181.089
326	6232147.564
327	6229664.065
328	6227134.663
329	6223269.911
330	6218294.094
331	6215129.371
332	6211592.08
333	6206886.649
334	6201804.231
335	6199310.195
336	6196392.07
337	6191555.124
338	6187406.711
339	6185170.903
340	6182752.308
341	6180310.681
342	6178711.76
343	6177578.66
344	6174197.66
345	6170173.836
346	6165845.777
347	6163590.4
348	6159843.397
349	6157677.989
350	6154408.401
351	6151084.988
352	6146290.929
353	6143722
354	6141582.361
355	6139887.829
356	6136787.249
357	6133468.778
358	6132156.155
359	6128709.241
360	6127214.569
361	6125212.827
362	6123121.266
363	6118717.793
364	6115893.418
365	6113918.359
366	6111719.727
367	6107141.331
368	6104461.916
369	6101474.08
370	6100237.156
371	6095995.991
372	6094789.384
373	6091281.065
374	6088666.45
375	6085291.173
376	6083955.89
377	6081516.889
378	6079533.019
379	6077555.943
380	6075934.394
381	6074218.536
382	6072545.771
383	6069945.466
384	6067778.314
385	6065190.34
386	6062492.514
387	6060946.338
388	6058554.438
389	6056822.433
390	6054685.903
391	6053131.574
392	6050371.589
393	6047373.42
394	6043914.946
395	6041452.467
396	6039294.102
397	6036096.994
398	6032511.001
399	6029512.493
400	6026263.779
401	6023542.638
402	6022822.384
403	6020038.972
404	6017835.557
405	6016309.659
406	6012847.713
407	6011893.746
408	6008910.859
409	6007248.829
410	6005007.601
411	6001506.271
412	5999320.825
413	5994058.2
414	5992132.129
415	5987896.521
416	5985919.518
417	5984731.441
418	5981262.266
419	5979043.95
420	5975383.735
421	5970899.009
422	5968796.758
423	5966019.731
424	5963462.798
425	5961427.763
426	5959263.565
427	5958172.331
428	5955623.168
429	5952197.43
430	5949311.703
431	5946787.324
432	5944956.226
433	5941882.944
434	5939719.366
435	5938561.196
436	5934852.486
437	5933249.752
438	5929813.047
439	5928500.773
440	5926808.668
441	5925918.04
442	5924242.547
443	5920358.345
444	5917799.319
445	5916257.667
446	5911003.064
447	5907849.145
448	5906583.43
449	5905567.232
450	5904170.444
451	5902747.313
452	5900948.242
453	5900357.638
454	5897110.289
455	5894524.162
456	5893389.362
457	5891404.374
458	5887911.08
459	5887226.315
460	5882869.71
461	5879756.734
462	5878578.182
463	5875486.056
464	5874587.929
465	5872764.245
466	5869470.283
467	5866684.581
468	5865444.425
469	5862858.051
470	5859018.572
471	5857946.279
472	5857400.462
473	5855272.791
474	5853882.809
475	5850247.755
476	5848584.379
477	5845873.778
478	5844640.813
479	5841283.131
480	5839943.394
481	5838608.747
482	5835574.156
483	5834244.552
484	5831038.132
485	5828897.999
486	5826884.814
487	5824637.773
488	5822666.868
489	5821191.592
490	5820011.694
491	5817774.44
492	5814412.725
493	5813428.513
494	5811951.304
495	5808633.83
496	5807278.685
497	5805112.554
498	5802937.652
499	5800196.485
500	5797231.547
501	5795913.253
502	5794686.362
503	5791691.187
504	5790830.778
505	5788140.547
506	5787244.65
507	5784595.805
508	5783737.599
509	5781357.231
510	5779052.995
511	5776690.219
512	5775643.77
513	5773581.762
514	5771453.411
515	5770528.518
516	5767395.995
517	5764728.216
518	5761722.242
519	5760492.937
520	5759056.668
521	5755478.159
522	5754283.312
523	5751238.537
524	5749944.315
525	5747921.987
526	5746398.444
527	5743610.779
528	5742235.663
529	5741154.309
530	5739316.511
531	5737862.501
532	5736441.713
533	5735567.522
534	5734276.748
535	5731392.046
536	5730442.93
537	5728067.579
538	5726090.514
539	5723968.075
540	5722176.386
541	5719757.305
542	5718416.644
543	5716913.383
544	5715118.764
545	5713294.515
546	5712608.081
547	5711526.693
548	5709894.265
549	5708858.067
550	5708117.181
551	5707060.74
552	5704837.995
553	5703299.699
554	5701022.385
555	5699418.611
556	5697143.135
557	5694931.919
558	5692517.435
559	5690543.087
560	5688691.159
561	5686914.285
562	5685478.343
563	5682821.057
564	5681791.029
565	5680820.835
566	5679154.237
567	5678096.143
568	5674241.322
569	5673602.721
570	5672959.533
571	5671150.598
572	5669601.133
573	5666520.772
574	5664751.263
575	5662539.469
576	5658110.297
577	5657412.055
578	5656078.393
579	5655103.591
580	5653936.516
581	5652286.497
582	5651366.092
583	5649469.964
584	5646815.284
585	5644990.058
586	5643165.025
587	5641636.929
588	5640812.231
589	5639623.763
590	5638316.606
591	5636196.271
592	5634956.726
593	5633704.027
594	5632295.076
595	5631714.934
596	5630695.92
597	5628763.374
598	5628221.658
599	5626275.357
600	5623579.203
601	5622209.583
602	5620717.54
603	5619984.273
604	5616886.784
605	5615473.09
606	5612789.583
607	5610402.475
608	5607295.133
609	5606783.477
610	5605630.646
611	5604003.396
612	5602211.11
613	5601276.695
614	5599655.178
615	5596696.386
616	5594149.673
617	5593256.951
618	5590770.941
619	5588662.436
620	5587597.181
621	5586398.121
622	5585334.143
623	5582858.095
624	5580453.692
625	5579361.153
626	5576990.967
627	5576627.046
628	5574042.04
629	5571098.51
630	5568968.817
631	5568282.376
632	5565614.265
633	5562881.553
634	5562052.198
635	5561172.426
636	5558393.948
637	5556770.19
638	5555745.744
639	5554532.924
640	5553381.043
641	5552026.694
642	5550228.674
643	5549689.061
644	5548645.946
645	5546614.493
646	5545210.623
647	5542467.618
648	5540736.055
649	5539044.52
650	5536570.6
651	5533747.91
652	5531454.327
653	5529611.093
654	5528171.683
655	5524804.18
656	5522549.057
657	5522169.152
658	5521183.998
659	5519518.224
660	5516451.507
661	5514802.731
662	5513578.362
663	5511178.793
664	5508783.13
665	5507875.825
666	5507003.887
667	5505448.757
668	5503297.465
669	5501519.906
670	5500918.422
671	5499226.54
672	5497845.605
673	5496894.218
674	5494769.865
675	5493071.242
676	5491209.507
677	5489952.593
678	5488574.32
679	5487597.752
680	5485045.513
681	5483800.838
682	5482683.748
683	5482477.426
684	5480379.988
685	5478047.49
686	5475741.866
687	5472589.799
688	5472239.665
689	5470650.819
690	5469207.618
691	5467997.544
692	5466788.41
693	5464842.825
694	5464315.095
695	5462308.797
696	5461023.513
697	5460147.16
698	5458811.058
699	5458622.384
700	5456663.218
701	5455732.343
702	5454925.129
703	5453755.677
704	5452152.636
705	5450845.455
706	5449169.111
707	5447255.51
708	5446194.26
709	5445355.615
710	5442826.744
711	5441651.106
712	5439695.615
713	5438495.239
714	5437197.416
715	5436662.808
716	5434704.423
717	5433062.737
718	5431975.734
719	5430456.921
720	5428187.7
721	5426716.073
722	5425701.321
723	5424589.512
724	5423641.247
725	5420757.174
726	5418484.618
727	5416659.296
728	5415460.15
729	5413916.815
730	5412382.771
731	5410776.089
732	5408855.859
733	5407825.349
734	5406468.955
735	5405407.281
736	5404216.126
737	5401902.189
738	5401212.608
739	5400859.38
740	5398852.931
741	5397929.718
742	5397238.889
743	5396038.51
744	5394380.767
745	5393108.813
746	5392118.449
747	5390485.116
748	5388180.803
749	5386266.506
750	5384601.667
751	5382293.359
752	5381176.224
753	5379306.374
754	5377509.37
755	5376051.644
756	5373618.4
757	5373218.765
758	5372688.502
759	5372123.552
760	5371155.832
761	5370326.225
762	5368560.94
763	5368027.12
764	5365527.269
765	5364190.172
766	5363063.545
767	5361397.452
768	5359711.392
769	5357645.277
770	5355853.855
771	5354013.184
772	5352604.522
773	5351499.529
774	5350686.215
775	5347996.397
776	5347411.692
777	5345820.465
778	5345420.461
779	5344303.663
780	5343726.028
781	5342481.2
782	5342159.947
783	5340507.868
